Contact__c,Min_IT_Loan_ID__c,Opp_Number__c,Id,AccountID,Number_Of_Loans_Granted__c,Num_Of_Loans_Paid__c,Purpose_of_Loan__c,Total_Repayments__c,Amount,Term_in_Weeks__c,Payment_Frequency__c,StageName,userId,loanId,count,LoanIdFormat
0030K00001pygbFQAQ,5161225,5173165,0062x00000DrX5sAAF,0010K000022NRQUQA4,28,27.0,Life Event Expenses,7,450,13.286,Fortnightly,Loan Paid,1729,742,26.0,4
0032x00000HGnsVAAT,5160032,5115347,0062x00000DZoM6AAL,0012x00000NxFOPAA3,28,25.0,Living Expenses,5,400,9.0,Fortnightly,Loan Paid,1265,2046,22.0,4
0030K00001sBTe7QAG,5159950,5102519,0062x00000DZcFXAA1,0010K0000240NcPQAU,28,24.0,Medical Expenses,7,800,13.143,Fortnightly,Loan Paid,2266,3752,20.0,4
0032x00000BZwPvAAL,5159758,5101315,0062x00000DZaODAA1,0012x00000Ge3phAAB,28,24.0,Medical Expenses,3,300,6.0,Fortnightly,Loan Paid,2664,363,20.0,4
0032800001A3DIwAAN,911771,5095285,0062x00000DZUVcAAP,0012800001SlT2XAAV,28,23.0,Life Event Expenses,7,1000,14.143,Fortnightly,Loan Paid,512,2850,18.0,4
0030K00001k1cphQAA,908723,5068234,0062x00000DZ2kLAAT,0010K00001xjBgOQAU,28,26.0,Home Maintenance & Repairs,3,650,5.857,Fortnightly,Loan Paid,478,1025,24.0,4
0030K00001lR2mPQAS,907835,5059307,0062x00000DYtBDAA1,0010K00001zFtGvQAK,28,27.0,Living Expenses,7,400,13.0,Fortnightly,Loan Paid,1291,1027,26.0,4
0030K000022wKlzQAE,5158620,5016875,0062x00000DYBFDAA5,0010K000028ezhQQAQ,28,25.0,Medical Expenses,5,500,10.143,Fortnightly,Loan Paid,1877,119,22.0,4
00328000019urZQAAY,898897,4969781,0062x00000DXNoqAAH,0012800001SDT7cAAH,28,26.0,Vehicle Expenses,3,1000,5.857,Fortnightly,Loan Paid,77,1510,24.0,4
003280000128jUKAAY,897869,4961389,0062x00000DXDoOAAX,0012800001IzG4QAAV,28,25.0,Vehicle Expenses,4,800,7.857,Fortnightly,Loan Paid,1062,3974,22.0,4
0030K00001sEFJ3QAO,5157331,4940627,0062x00000DWpeNAAT,0010K00002434qZQAQ,28,25.0,Medical Expenses,5,400,10.571,Fortnightly,Loan Paid,2018,1595,22.0,4
0030K00001mkWa6QAE,5157222,4933746,0062x00000DWjKxAAL,0010K000020HzCdQAK,28,27.0,Veterinary Expenses,5,400,8.857,Fortnightly,Loan Paid,2221,2679,26.0,4
00328000019usyAAAQ,894745,4926998,0062x00000DWdpYAAT,0012800001SDUB9AAP,28,24.0,Vehicle Expenses,5,600,9.857,Fortnightly,Loan Paid,1545,1574,20.0,4
00328000019NaQIAA0,890458,4887917,0062x00000DVyynAAD,0012800001SBMdiAAH,28,23.0,Living Expenses,5,500,9.571,Fortnightly,Loan Paid,2316,972,18.0,4
0030K00001qE7nRQAS,5155736,4858393,0062x00000DIq39AAD,0010K000022izkvQAA,28,26.0,Vehicle Expenses,5,200,10.143,Fortnightly,Loan Paid,375,817,24.0,4
0030K0000267jPfQAI,5155493,4845051,0062x00000DIcowAAD,0010K00002BTa3kQAD,28,24.0,Living Expenses,5,300,9.857,Fortnightly,Loan Paid,314,4002,20.0,4
0030K00001sBTe7QAG,5155264,4833293,0062x00000DIRABAA5,0010K0000240NcPQAU,28,23.0,Medical Expenses,5,300,8.857,Fortnightly,Loan Paid,2266,3565,18.0,4
0032x000001jswhAAA,5155187,4828243,0062x00000DIL55AAH,0012x000002ay0RAAQ,28,24.0,Living Expenses,5,400,10.0,Fortnightly,Loan Paid,2729,3562,20.0,4
0032x000002RqFYAA0,5154972,4814565,0062x00000DI3VOAA1,0012x000003C93dAAC,28,27.0,Vehicle Expenses,6,1000,12.286,Fortnightly,Loan Paid,710,1154,26.0,4
0030K00001rNDJEQA4,5154809,4802846,0062x00000DHqarAAD,0010K000023OqQFQA0,28,25.0,Living Expenses,5,400,9.857,Fortnightly,Loan Paid,2092,2491,22.0,4
00328000019usuiAAA,880142,4799017,0062x00000DHnpyAAD,0012800001SDU7hAAH,28,23.0,Medical Expenses,5,400,8.714,Fortnightly,Loan Paid,1464,3599,18.0,4
0030K00001pygbFQAQ,5154277,4782251,0062x00000DHVQ7AAP,0010K000022NRQUQA4,28,26.0,Furniture or Appliances,5,450,9.857,Fortnightly,Loan Paid,1729,3103,24.0,4
0032x000002evZCAAY,876861,4773929,0062x00000DHLI7AAP,0012x000003fO0jAAE,28,24.0,Living Expenses,7,800,14.0,Fortnightly,Loan Paid,1394,1048,20.0,4
0030K00001ZSwYiQAL,876655,4770654,0062x00000DHHmdAAH,0010K00001octMPQAY,28,25.0,Vehicle Expenses,5,1000,10.143,Fortnightly,Loan Paid,2530,3008,22.0,4
0030K00001lR2mPQAS,873526,4745988,0062x00000DGqCAAA1,0010K00001zFtGvQAK,28,26.0,Living Expenses,5,500,9.0,Fortnightly,Loan Paid,1291,2121,24.0,4
0032x00000D29LmAAJ,5152276,4707941,0062x00000DGBrYAAX,0012x00000IMvCMAA1,28,23.0,Living Expenses,7,800,13.714,Fortnightly,Loan Paid,817,3036,18.0,4
0032x00000HGnsVAAT,5151785,4685635,0062x00000DFlRlAAL,0012x00000NxFOPAA3,28,24.0,Home Maintenance & Repairs,7,1200,14.0,Fortnightly,Loan Paid,1265,3060,20.0,4
0032x00000D29LmAAJ,5151591,4669334,0062x00000DFSFPAA5,0012x00000IMvCMAA1,28,22.0,Life Event Expenses,7,500,12.571,Fortnightly,Loan Paid,817,3818,16.0,4
0030K00001ojFfeQAE,5151266,4649096,0062x00000DAry6AAD,0010K000021Urv0QAC,28,27.0,Living Expenses,7,350,14.143,Fortnightly,Loan Paid,2823,364,26.0,4
0030K00001k1cphQAA,856553,4618791,0062x00000DADCxAAP,0010K00001xjBgOQAU,28,25.0,Vehicle Expenses,7,800,13.714,Fortnightly,Loan Paid,478,2024,22.0,4
0030K000024TuQoQAK,5150702,4618074,0062x00000DAC3uAAH,0010K000029Izt3QAC,28,27.0,Living Expenses,3,250,5.857,Fortnightly,Loan Paid,2592,564,26.0,4
0030K000024UTkmQAG,5150049,4598945,0062x00000D9nbiAAB,0010K000029JZMVQA4,28,25.0,Travel Expenses,7,1200,14.0,Fortnightly,Loan Paid,1036,2252,22.0,4
0032x00000BZwPvAAL,5149893,4593392,0062x00000D9fUoAAJ,0012x00000Ge3phAAB,28,23.0,Medical Expenses,5,350,9.143,Fortnightly,Loan Paid,2664,3474,18.0,4
0030K00001mkSLkQAM,5149954,4594788,0062x00000D9hyHAAR,0010K000020HuqQQAS,28,25.0,Living Expenses,3,250,5.0,Fortnightly,Loan Paid,1156,3303,22.0,4
0030K00001iTPimQAG,853125,4595039,0062x00000D9iIqAAJ,0010K00001wFYSfQAO,28,25.0,Home Maintenance & Repairs,7,1000,14.143,Fortnightly,Loan Paid,735,4134,22.0,4
0032x000002RvIzAAK,5149255,4568188,0062x00000D9ALIAA3,0012x000003CDdNAAW,28,22.0,Travel Expenses,7,1050,13.714,Fortnightly,Loan Paid,1160,1412,16.0,4
0030K00001sBTe7QAG,5148652,4539347,0062x00000D8Z6QAAV,0010K0000240NcPQAU,28,22.0,Living Expenses,5,200,9.286,Fortnightly,Loan Paid,2266,503,16.0,4
0030K00001l499vQAA,846041,4529083,0062x00000D8M8pAAF,0010K00001y8lGAQAY,28,23.0,Child Expenses,7,1000,13.714,Fortnightly,Loan Paid,1744,3914,18.0,4
0030K00001mkWa6QAE,5148272,4516943,0062x00000D89BPAAZ,0010K000020HzCdQAK,28,26.0,Living Expenses,5,250,10.0,Fortnightly,Loan Paid,2221,1060,24.0,4
0032x00000D29LmAAJ,5148352,4523081,0062x00000D8FvxAAF,0012x00000IMvCMAA1,28,21.0,Home Maintenance & Repairs,7,800,13.714,Fortnightly,Loan Paid,817,1290,14.0,4
0032x00000D29LmAAJ,5147485,4483682,0062x00000D7QuWAAV,0012x00000IMvCMAA1,28,20.0,Living Expenses,3,500,6.429,Fortnightly,Loan Paid,817,2590,12.0,4
0030K00001lOj6XQAS,841073,4482488,0062x00000D7PIEAA3,0010K00001yoZSlQAM,28,25.0,Medical Expenses,7,200,14.429,Fortnightly,Loan Paid,2534,3583,22.0,4
0032x00000HGnsVAAT,5147429,4477906,0062x00000D7JcXAAV,0012x00000NxFOPAA3,28,23.0,Life Event Expenses,7,950,14.571,Fortnightly,Loan Paid,1265,2519,18.0,4
0030K000021sprtQAA,5147304,4470760,0062x00000D7AeQAAV,0010K00002825UJQAY,28,25.0,Living Expenses,7,1050,14.0,Fortnightly,Loan Paid,795,3601,22.0,4
00328000019NaQIAA0,839672,4471009,0062x00000D7BBJAA3,0012800001SBMdiAAH,28,21.0,Life Event Expenses,7,700,12.714,Fortnightly,Loan Paid,2316,842,14.0,4
00328000019ussPAAQ,838248,4461834,0062x00000D6yKoAAJ,0012800001SDU5dAAH,28,26.0,Medical Expenses,7,1200,14.0,Fortnightly,Loan Paid,624,3075,24.0,4
0032x00000D29LmAAJ,5146633,4431361,0062x00000D2AeYAAV,0012x00000IMvCMAA1,28,19.0,Living Expenses,3,500,5.714,Fortnightly,Loan Paid,817,803,10.0,4
0030K00001lR2mPQAS,835219,4431717,0062x00000D2B91AAF,0010K00001zFtGvQAK,28,24.0,Living Expenses,7,800,13.857,Fortnightly,Loan Paid,1291,1365,20.0,4
0030K00001qE7nRQAS,5146317,4415186,0062x00000D1rL7AAJ,0010K000022izkvQAA,28,25.0,Furniture or Appliances,5,500,9.857,Fortnightly,Loan Paid,375,4443,22.0,4
0030K00001pygbFQAQ,5146427,4417671,0062x00000D1ugrAAB,0010K000022NRQUQA4,28,25.0,Furniture or Appliances,5,400,9.857,Fortnightly,Loan Paid,1729,3475,22.0,4
0032x000002evZCAAY,832281,4406420,0062x00000D1iG5AAJ,0012x000003fO0jAAE,28,23.0,Home Maintenance & Repairs,7,700,14.0,Fortnightly,Loan Paid,1394,1148,18.0,4
0030K00001sEFJ3QAO,5172214,6608914,0062x00000EwhPRAAZ,0010K00002434qZQAQ,28,27.0,Medical Expenses,7,500,13.0,Fortnightly,Loan Paid,2018,3094,26.0,4
0030K00001qSAIoQAO,5148958,4551746,0062x00000D8q04AAB,0010K000022pDGKQA2,28,27.0,Living Expenses,5,200,8.857,Fortnightly,Loan Paid,1418,1582,26.0,4
0030K00001lR2mPQAS,850180,4568919,0062x00000D9B2aAAF,0010K00001zFtGvQAK,28,25.0,Living Expenses,5,350,8.857,Fortnightly,Loan Paid,1291,7,22.0,4
0030K000022wKlzQAE,5149228,4564576,0062x00000D96eKAAR,0010K000028ezhQQAQ,28,24.0,Medical Expenses,5,500,10.143,Fortnightly,Loan Paid,1877,3108,20.0,4
0030K0000267jPfQAI,5149066,4556815,0062x00000D8wOHAAZ,0010K00002BTa3kQAD,28,23.0,Living Expenses,3,300,6.286,Fortnightly,Loan Paid,314,1512,18.0,4
00328000019ut33AAA,848469,4553929,0062x00000D8s8UAAR,0012800001SDUFxAAP,28,24.0,Furniture or Appliances,7,750,13.0,Fortnightly,Loan Paid,839,2603,20.0,4
0032x00000ImiS4AAJ,831324,4395147,0062x00000D1XEtAAN,0012x00000OyMJLAA3,27,24.0,Vehicle Expenses,7,1300,13.429,Fortnightly,Loan Paid,1526,3625,21.0,4
0030K00001UKD4RQAX,1053396,7094651,0062x00000F3y6tAAB,0010K00001jN1TCQA0,27,25.0,Living Expenses,5,300,9.286,Fortnightly,Loan Paid,597,1948,23.0,4
0030K00001dCqebQAC,1015875,6352373,0062x00000EcNkUAAV,0010K00001sFQvoQAG,27,25.0,Living Expenses,6,500,12.429,Fortnightly,Loan Paid,2576,286,23.0,4
0030K000027G25wQAC,5170048,6303281,0062x00000EbdjTAAR,0010K00002CPQO0QAP,27,25.0,Other Expenses,8,1300,16.0,Fortnightly,Loan Paid,2187,1554,23.0,4
0032800001B2PgNAAV,1013191,6305550,0062x00000EbghuAAB,0012800001TSsYsAAL,27,24.0,Living Expenses,4,500,7.143,Fortnightly,Loan Paid,132,1138,21.0,4
0030K00001qD2epQAC,5169044,6117621,0062x00000EMcq9AAD,0010K000022PH2mQAG,27,26.0,Vehicle Expenses,6,300,12.0,Fortnightly,Loan Paid,2367,1609,25.0,4
0030K000027GKriQAG,5166498,5728978,0062x00000E6Ja7AAF,0010K00002CPvPrQAL,27,25.0,Vehicle Expenses,7,400,14.143,Fortnightly,Loan Paid,1012,2647,23.0,4
0030K00001qD2epQAC,5165726,5566261,0062x00000E4NfCAAV,0010K000022PH2mQAG,27,25.0,Veterinary Expenses,4,500,8.0,Fortnightly,Loan Paid,2367,2861,23.0,4
0030K00001sCSAqQAO,5164961,5476745,0062x00000DVnfNAAT,0010K0000241NNsQAM,27,26.0,Medical Expenses,7,800,14.0,Fortnightly,Loan Paid,1167,2026,25.0,4
00328000019ut7FAAQ,936509,5387803,0062x00000DUkleAAD,0012800001SDUKJAA5,27,25.0,Travel Expenses,5,500,9.857,Fortnightly,Loan Paid,960,2594,23.0,4
0030K00001dBs99QAC,5163541,5378777,0062x00000DUf6XAAT,0010K000020I0WFQA0,27,26.0,Veterinary Expenses,7,500,14.0,Fortnightly,Loan Paid,2239,4042,25.0,4
0030K00001UKD4RQAX,931305,5312589,0062x00000DtQ5eAAF,0010K00001jN1TCQA0,27,24.0,Living Expenses,5,500,10.0,Fortnightly,Loan Paid,597,1577,21.0,4
0030K000027G25wQAC,5162816,5310970,0062x00000DtOA8AAN,0010K00002CPQO0QAP,27,24.0,Travel Expenses,7,1300,13.857,Fortnightly,Loan Paid,2187,3424,21.0,4
0030K00001dCqebQAC,925651,5238762,0062x00000DsQNAAA3,0010K00001sFQvoQAG,27,24.0,Vehicle Expenses,7,500,14.143,Fortnightly,Loan Paid,2576,365,21.0,4
0030K000027GKriQAG,5161503,5193730,0062x00000Drn92AAB,0010K00002CPvPrQAL,27,24.0,Vehicle Expenses,3,300,5.714,Fortnightly,Loan Paid,1012,4451,21.0,4
0032800001J4ifyAAB,917942,5152198,0062x00000DrCzvAAF,0012800001Zu0bcAAB,27,23.0,Child Expenses,3,1100,5.857,Fortnightly,Loan Paid,1019,1917,19.0,4
0030K000027GrdsQAC,5160977,5162061,0062x00000DrN8wAAF,0010K00002CQSAnQAP,27,26.0,Vehicle Expenses,5,400,8.857,Fortnightly,Loan Paid,2452,2724,25.0,4
00328000015T7fPAAS,917637,5154922,0062x00000DrG6BAAV,0012800001NDh5VAAT,27,24.0,Living Expenses,7,700,14.0,Fortnightly,Loan Paid,1786,3659,21.0,4
0030K00001pzC2nQAE,5160215,5125731,0062x00000DZw90AAD,0010K000022NyyhQAC,27,26.0,Living Expenses,5,400,10.286,Fortnightly,Loan Paid,1501,3526,25.0,4
0030K00001RRdVUQA1,914560,5126665,0062x00000DZxVmAAL,0010K00001hC4ZWQA0,27,25.0,Furniture or Appliances,7,900,13.429,Fortnightly,Loan Paid,2255,2546,23.0,4
0030K00001UKD4RQAX,913959,5119349,0062x00000DZrQVAA1,0010K00001jN1TCQA0,27,23.0,Living Expenses,5,200,9.571,Fortnightly,Loan Paid,597,2219,19.0,4
0030K00001RRSrqQAH,911579,5098734,0062x00000DZWirAAH,0010K00001jpakTQAQ,27,23.0,Living Expenses,7,1000,13.0,Fortnightly,Loan Paid,908,341,19.0,4
0030K00001jZA9bQAG,908604,5067736,0062x00000DZ2FmAAL,0010K00001xP2ZqQAK,27,24.0,Medical Expenses,3,1300,5.714,Fortnightly,Loan Paid,1336,1062,21.0,4
0030K00001l5617QAA,5159155,5060268,0062x00000DYuDZAA1,0010K00001y9W7TQAU,27,26.0,Furniture or Appliances,4,400,7.714,Fortnightly,Loan Paid,1626,666,25.0,4
0032800001IdVKqAAN,892702,4910172,0062x00000DWKFlAAP,0012800001Z6DhXAAV,27,25.0,Vehicle Expenses,5,500,9.0,Fortnightly,Loan Paid,2798,694,23.0,4
0030K00001dBs99QAC,5156587,4903191,0062x00000DWDlBAAX,0010K000020I0WFQA0,27,25.0,Veterinary Expenses,5,300,9.143,Fortnightly,Loan Paid,2239,1785,23.0,4
0030K00001sCSAqQAO,5155980,4873345,0062x00000DJ8VuAAL,0010K0000241NNsQAM,27,25.0,Living Expenses,6,800,11.143,Fortnightly,Loan Paid,1167,4124,23.0,4
00328000019ut2KAAQ,886595,4845262,0062x00000DIdEaAAL,0012800001SDUFEAA5,27,25.0,Travel Expenses,6,650,12.0,Fortnightly,Loan Paid,1097,2450,23.0,4
0030K00001qD2epQAC,5154923,4808187,0062x00000DHvn8AAD,0010K000022PH2mQAG,27,24.0,Vehicle Expenses,7,400,13.714,Fortnightly,Loan Paid,2367,2465,21.0,4
00328000019uslgAAA,879388,4792115,0062x00000DHhhFAAT,0012800001SDTyzAAH,27,22.0,Vehicle Expenses,6,1100,12.0,Fortnightly,Loan Paid,177,2300,17.0,4
0032800001B2PgNAAV,874888,4749072,0062x00000DGusOAAT,0012800001TSsYsAAL,27,23.0,Furniture or Appliances,7,400,12.857,Fortnightly,Loan Paid,132,2383,19.0,4
0030K00001dCqebQAC,874386,4751659,0062x00000DGx0LAAT,0010K00001sFQvoQAG,27,23.0,Living Expenses,7,500,12.714,Fortnightly,Loan Paid,2576,2175,19.0,4
00328000019uslGAAQ,868877,4708647,0062x00000DGCUqAAP,0012800001SDTyZAAX,27,25.0,Life Event Expenses,5,500,9.571,Fortnightly,Loan Paid,1692,3101,23.0,4
00328000019ut8YAAQ,868171,4701786,0062x00000DG4hBAAT,0012800001SDULdAAP,27,25.0,Vehicle Expenses,7,800,13.857,Fortnightly,Loan Paid,868,1827,23.0,4
00328000019ut7FAAQ,867077,4693966,0062x00000DFvSuAAL,0012800001SDUKJAA5,27,24.0,Travel Expenses,7,500,13.857,Fortnightly,Loan Paid,960,413,21.0,4
0030K00001pzC2nQAE,5151680,4678581,0062x00000DFclNAAT,0010K000022NyyhQAC,27,25.0,Living Expenses,7,200,14.143,Fortnightly,Loan Paid,1501,2428,23.0,4
0030K00001qRoIhQAK,5151368,4654585,0062x00000DFBRTAA5,0010K000022orAeQAI,27,25.0,Child Expenses,7,250,12.714,Fortnightly,Loan Paid,963,1978,23.0,4
0030K00001UKD4RQAX,861596,4654320,0062x00000DFB2xAAH,0010K00001jN1TCQA0,27,21.0,Living Expenses,7,200,13.857,Fortnightly,Loan Paid,597,2446,15.0,4
0030K000027G25wQAC,5151134,4642568,0062x00000DAjDIAA1,0010K00002CPQO0QAP,27,23.0,Furniture or Appliances,7,800,14.0,Fortnightly,Loan Paid,2187,496,19.0,4
0032x000003G3rsAAC,5150164,4602144,0062x00000D9rYiAAJ,0012x000003jK6CAAU,27,25.0,Vehicle Expenses,7,1000,14.0,Fortnightly,Loan Paid,1023,1188,23.0,4
0030K00001RRSrqQAH,853415,4596213,0062x00000D9kNdAAJ,0010K00001jpakTQAQ,27,22.0,Living Expenses,7,850,14.143,Fortnightly,Loan Paid,908,3460,17.0,4
0030K00001uXCjrQAG,5149757,4586118,0062x00000D9VhJAAV,0010K00002436ytQAA,27,25.0,Home Maintenance & Repairs,5,250,10.0,Fortnightly,Loan Paid,566,3622,23.0,4
0030K00001RRdVUQA1,848315,4550683,0062x00000D8oWDAAZ,0010K00001hC4ZWQA0,27,24.0,Home Maintenance & Repairs,7,900,14.143,Fortnightly,Loan Paid,2255,737,21.0,4
00328000019ut2KAAQ,847502,4543647,0062x00000D8fOyAAJ,0012800001SDUFEAA5,27,24.0,Furniture or Appliances,7,600,12.571,Fortnightly,Loan Paid,1097,4518,21.0,4
0030K000027GKriQAG,5148744,4542853,0062x00000D8e6AAAR,0010K00002CPvPrQAL,27,23.0,Vehicle Expenses,7,400,14.143,Fortnightly,Loan Paid,1012,4033,19.0,4
0030K00001dCqebQAC,846301,4532421,0062x00000D8Q71AAF,0010K00001sFQvoQAG,27,22.0,Child Expenses,5,400,9.429,Fortnightly,Loan Paid,2576,2794,17.0,4
0030K00001O5Lu4QAF,845877,4524939,0062x00000D8IF7AAN,0010K00001dppcsQAA,27,26.0,Vehicle Expenses,5,200,8.714,Fortnightly,Loan Paid,947,509,25.0,4
0030K00001UKD4RQAX,845497,4523195,0062x00000D8G4aAAF,0010K00001jN1TCQA0,27,20.0,Living Expenses,5,200,8.714,Fortnightly,Loan Paid,597,1519,13.0,4
0030K00001qD2epQAC,5148240,4516869,0062x00000D894OAAR,0010K000022PH2mQAG,27,23.0,Child Expenses,4,400,8.143,Fortnightly,Loan Paid,2367,1852,19.0,4
0030K00001ojDStQAM,842954,4500994,0062x00000D7oEeAAJ,0010K000021UpzSQAS,27,23.0,Travel Expenses,5,1200,10.143,Fortnightly,Loan Paid,519,565,19.0,4
00328000015T7fPAAS,841954,4489432,0062x00000D7ZQLAA3,0012800001NDh5VAAT,27,23.0,Living Expenses,5,500,10.429,Fortnightly,Loan Paid,1786,1633,19.0,4
0030K00001UKD4RQAX,840132,4473056,0062x00000D7ES3AAN,0010K00001jN1TCQA0,27,18.0,Living Expenses,5,200,9.857,Fortnightly,Loan Paid,597,3824,9.0,4
0030K00001x3CaaQAE,5147262,4468878,0062x00000D7837AAB,0010K000026PiK8QAK,27,23.0,Furniture or Appliances,5,400,10.0,Fortnightly,Loan Paid,369,3170,19.0,4
0030K000027GrdsQAC,5147324,4471558,0062x00000D7BxcAAF,0010K00002CQSAnQAP,27,25.0,Vehicle Expenses,5,200,10.0,Fortnightly,Loan Paid,2452,3211,23.0,4
0030K00001l5617QAA,5147134,4461941,0062x00000D6yRuAAJ,0010K00001y9W7TQAU,27,25.0,Furniture or Appliances,5,300,8.857,Fortnightly,Loan Paid,1626,631,23.0,4
00328000015T7cPAAS,836155,4440094,0062x00000D2KomAAF,0012800001NDh2OAAT,27,25.0,Home Maintenance & Repairs,5,500,10.429,Fortnightly,Loan Paid,2689,2336,23.0,4
0032x00000ImiS4AAJ,836606,4443669,0062x00000D2OogAAF,0012x00000OyMJLAA3,27,25.0,Vehicle Expenses,7,1000,14.429,Fortnightly,Loan Paid,1526,1111,23.0,4
0030K00001pyJf1QAE,835100,4427183,0062x00000D26VXAAZ,0010K000022N5J0QAK,27,23.0,Furniture or Appliances,5,500,10.143,Fortnightly,Loan Paid,666,2623,19.0,4
0030K00001nXFOSQA4,5146356,4416661,0062x00000D1tHbAAJ,0010K000020KDwqQAG,27,26.0,Living Expenses,5,400,10.714,Fortnightly,Loan Paid,1685,421,25.0,4
0032800001J4ifyAAB,833056,4410256,0062x00000D1m6vAAB,0012800001Zu0bcAAB,27,22.0,Home Maintenance & Repairs,7,1100,14.143,Fortnightly,Loan Paid,1019,1808,17.0,4
00328000019uriYAAQ,849682,4563365,0062x00000D94gOAAR,0012800001SDTGwAAP,27,21.0,Veterinary Expenses,7,800,12.857,Fortnightly,Loan Paid,2178,393,15.0,4
0030K00002671rTQAQ,5150404,4609591,0062x00000DA1uNAAT,0010K00002BSsftQAD,26,23.0,Child Expenses,5,500,9.857,Fortnightly,Loan Paid,1211,3068,20.0,4
0032x000002bvpNAAQ,5150097,4600514,0062x00000D9pAUAAZ,0012x000003DkKPAA0,26,23.0,Living Expenses,4,200,8.143,Fortnightly,Loan Paid,1763,4301,20.0,4
0030K00001XwrR3QAJ,843681,4507448,0062x00000D7wfbAAB,0010K00001mEhPPQA0,26,25.0,Vehicle Expenses,5,450,10.0,Fortnightly,Loan Paid,1956,3348,24.0,4
0030K00001ol46QQAQ,5148007,4507079,0062x00000D7w7AAAR,0010K000021WrYyQAK,26,20.0,Vehicle Expenses,3,300,5.857,Fortnightly,Loan Paid,1453,3965,14.0,4
0030K00001vIGmCQAW,5148021,4508139,0062x00000D7xhsAAB,0010K0000260wz7QAA,26,22.0,Medical Expenses,7,800,14.0,Fortnightly,Loan Paid,2149,4274,18.0,4
0030K000025UBrBQAW,5147544,4486710,0062x00000D7UsxAAF,0010K00002BRs3tQAD,26,21.0,Home Maintenance & Repairs,3,200,4.714,Fortnightly,Loan Paid,656,3724,16.0,4
0030K00001zysKdQAI,5147364,4472874,0062x00000D7EDXAA3,0010K000027ynroQAA,26,25.0,Living Expenses,5,500,10.0,Fortnightly,Loan Paid,1130,873,24.0,4
0030K000023XpP9QAK,5147192,4464557,0062x00000D727kAAB,0010K000029GTHXQA4,26,23.0,Furniture or Appliances,5,500,9.857,Fortnightly,Loan Paid,2730,900,20.0,4
00328000019usynAAA,837619,4455861,0062x00000D6qFHAAZ,0012800001SDUBmAAP,26,23.0,Life Event Expenses,7,300,13.143,Fortnightly,Loan Paid,1366,2668,20.0,4
0030K00002671rTQAQ,5146236,4409068,0062x00000D1krRAAR,0010K00002BSsftQAD,26,22.0,Travel Expenses,3,300,6.143,Fortnightly,Loan Paid,1211,174,18.0,4
0030K00001sBJ6UQAW,5146218,4408492,0062x00000D1kHZAAZ,0010K0000240CzwQAE,26,23.0,Living Expenses,7,700,14.0,Fortnightly,Loan Paid,517,1690,20.0,4
0030K00001obKJdQAM,5149708,4586534,0062x00000D9WA1AAN,0010K000021FKWQQA4,26,24.0,Medical Expenses,5,300,10.143,Fortnightly,Loan Paid,265,462,22.0,4
00328000019urlNAAQ,822662,4330650,0062x00000D0NirAAF,0012800001SDTJgAAP,57,47.0,Life Event Expenses,6,400,12.857,Fortnightly,Loan Paid,2360,2293,37.0,4
0030K00001qSpkKQAS,5145552,4367410,0062x00000D158SAAR,0010K000023NSo2QAG,56,49.0,Living Expenses,3,250,6.143,Fortnightly,Loan Paid,487,3540,42.0,4
0030K00001qSpkKQAS,5142519,4156877,0062x00000CkWDCAA3,0010K000023NSo2QAG,56,48.0,Living Expenses,3,350,6.143,Fortnightly,Loan Paid,487,1177,40.0,4
0030K00001qSpkKQAS,5140061,4068841,0062x00000CijPoAAJ,0010K000023NSo2QAG,56,47.0,Living Expenses,5,350,9.857,Fortnightly,Loan Paid,487,2713,38.0,4
0030K00001qSpkKQAS,5139004,4016092,0062x00000CV0DHAA1,0010K000023NSo2QAG,56,46.0,Vehicle Expenses,3,250,5.0,Fortnightly,Loan Paid,487,2247,36.0,4
00328000019usm2AAA,815388,4270876,0062x00000CzGKpAAN,0012800001SDTzLAAX,53,49.0,Living Expenses,5,500,9.143,Fortnightly,Loan Paid,1295,3604,45.0,4
0030K00001qDkaeQAC,5138656,3994141,0062x00000CUXHiAAP,0010K000022ihcKQAQ,52,44.0,Living Expenses,5,500,9.286,Fortnightly,Loan Paid,724,515,36.0,4
0030K00001qDkaeQAC,5138392,3974747,0062x00000CU9RJAA1,0010K000022ihcKQAQ,52,43.0,Medical Expenses,5,500,10.143,Fortnightly,Loan Paid,724,2867,34.0,4
0030K00001qDkaeQAC,5136029,3861283,0062x00000CRnjwAAD,0010K000022ihcKQAQ,52,42.0,Medical Expenses,7,500,14.286,Fortnightly,Loan Paid,724,3066,32.0,4
0030K00001vJaohQAC,5143433,4218607,0062x00000Cli9EAAR,0010K000026N8lUQAS,48,44.0,Travel Expenses,3,500,5.857,Fortnightly,Loan Paid,2860,2658,40.0,4
00328000019ut8KAAQ,796038,4071630,0062x00000Cim9gAAB,0012800001SDULPAA5,48,44.0,Home Maintenance & Repairs,7,600,13.714,Fortnightly,Loan Paid,2441,3218,40.0,4
0030K00001PWjWsQAL,778216,3915620,0062x00000CSwkIAAT,0010K00001feCQ6QAM,46,40.0,Relocation Expenses,7,1100,14.143,Fortnightly,Loan Paid,1235,3773,34.0,4
0030K00001Xz0PdQAJ,820701,4316487,0062x00000D07f7AAB,0010K00001mfv0DQAQ,45,35.0,Vehicle Expenses,7,1200,14.143,Fortnightly,Loan Paid,890,1483,25.0,4
