,Contact__c,Min_IT_Loan_ID__c,Opp_Number__c,Id,AccountID,Number_Of_Loans_Granted__c,Num_Of_Loans_Paid__c,Purpose_of_Loan__c,Total_Repayments__c,Amount,Term_in_Weeks__c,Payment_Frequency__c,StageName,Ratings
5155,0032x00000U3e9zAAB,815282,4270587,0062x00000CzFuNAAV,0012x00000e012bAAA,5,1.0,Furniture or Appliances,7,1500,14.0,Fortnightly,Loan Paid,0.2
5156,0032x00000U3dxiAAB,786656,3988644,0062x00000CUPgdAAH,0012x00000e00soAAA,4,0.0,Vehicle Expenses,3,500,6.429,Fortnightly,Loan Paid,0.0
5157,0032x00000U3dxiAAB,817573,4288397,0062x00000Cza8SAAR,0012x00000e00soAAA,4,1.0,Vehicle Expenses,7,1000,12.714,Fortnightly,Loan Paid,0.25
5158,0032x00000U3dwGAAR,786541,3988618,0062x00000CUPdUAAX,0012x00000e00rbAAA,6,0.0,Pay water bill and finish off some afterpay loans to free up money each week,6,1000,6.429,Weekly,Loan Paid,0.0
5159,0032x00000U3dwGAAR,813476,4253712,0062x00000CywALAAZ,0012x00000e00rbAAA,6,1.0,Vehicle Expenses,10,1600,10.286,Weekly,Loan Paid,0.16666666666666666
5160,0032x00000U3do7AAB,786615,3988422,0062x00000CUPJjAAP,0012x00000e00lJAAQ,7,0.0,Vehicle Expenses,6,800,6.286,Weekly,Loan Paid,0.0
5161,0032x00000U3do7AAB,820108,4313930,0062x00000D03i9AAB,0012x00000e00lJAAQ,7,1.0,Living Expenses,10,600,10.0,Weekly,Loan Paid,0.14285714285714285
5162,0032x00000U3dLgAAJ,786474,3988060,0062x00000CUOoqAAH,0012x00000e00ZIAAY,6,0.0,Vehicle - Service,2,500,5.571,Monthly,Loan Paid,0.0
5163,0032x00000U3dB8AAJ,786455,3987933,0062x00000CUOelAAH,0012x00000e00QCAAY,5,0.0,Vehicle - Registration,6,500,5.714,Weekly,Loan Paid,0.0
5164,0032x00000U3dB8AAJ,817246,4286567,0062x00000CzYCwAAN,0012x00000e00QCAAY,5,1.0,Home Maintenance & Repairs,10,1000,10.0,Weekly,Loan Paid,0.2
5165,0032x00000U3d38AAB,786401,3987665,0062x00000CUOJJAA5,0012x00000e00IqAAI,5,0.0,Living Expenses,3,800,6.571,Fortnightly,Loan Paid,0.0
5166,0032x00000U3d38AAB,821211,4321833,0062x00000D0DWzAAN,0012x00000e00IqAAI,5,1.0,Other Expenses,5,300,10.143,Fortnightly,Loan Paid,0.2
5167,0032x00000U3cE7AAJ,790991,4026952,0062x00000ChoFYAAZ,0012x00000dzzTYAAY,4,0.0,Furniture or Appliances,6,200,5.857,Weekly,Loan Paid,0.0
5168,0032x00000U3cAfAAJ,822179,4326520,0062x00000D0JExAAN,0012x00000dzzQ1AAI,4,0.0,Medical Expenses,6,1200,6.143,Weekly,Loan Paid,0.0
5169,0032x00000U3c56AAB,815856,4276217,0062x00000CzMCWAA3,0012x00000dzzKhAAI,4,1.0,Living Expenses,7,1500,14.0,Fortnightly,Loan Paid,0.25
5170,0032x00000U3c3nAAB,788652,3986354,0062x00000CUMcTAAX,0012x00000dzzJTAAY,4,0.0,Home Maintenance & Repairs,3,800,6.571,Fortnightly,Loan Paid,0.0
5171,0032x00000U3c3nAAB,818150,4293610,0062x00000CzfryAAB,0012x00000dzzJTAAY,4,1.0,Living Expenses,7,1400,14.571,Fortnightly,Loan Paid,0.25
5172,0032x00000U3buqAAB,814594,4263399,0062x00000Cz7maAAB,0012x00000dzzBfAAI,4,0.0,Living Expenses,6,1000,6.286,Weekly,Loan Paid,0.0
5173,0032x00000U3btxAAB,786279,3986162,0062x00000CUMLwAAP,0012x00000dzzB1AAI,4,0.0,Living Expenses,3,300,5.429,Fortnightly,Loan Paid,0.0
5174,0032x00000U3btxAAB,793127,4048261,0062x00000CiH99AAF,0012x00000dzzB1AAI,4,1.0,Home Maintenance & Repairs,5,1000,10.0,Fortnightly,Loan Paid,0.25
5175,0032x00000U3bpvAAB,815156,4270221,0062x00000CzFLwAAN,0012x00000dzz7OAAQ,4,1.0,Vehicle Expenses,5,500,9.857,Fortnightly,Loan Paid,0.25
5176,0032x00000U3bhVAAR,816433,4279121,0062x00000CzPzaAAF,0012x00000dzytRAAQ,5,1.0,Child Expenses,7,600,13.571,Fortnightly,Loan Paid,0.2
5177,0032x00000U3bcaAAB,786213,3985827,0062x00000CULsfAAH,0012x00000dzyoqAAA,4,0.0,Living Expenses,6,500,5.571,Weekly,Loan Paid,0.0
5178,0032x00000U3bcaAAB,829356,4379232,0062x00000D1GlZAAV,0012x00000dzyoqAAA,4,1.0,Living Expenses,10,1000,10.0,Weekly,Loan Paid,0.25
5179,0032x00000U3bWIAAZ,786179,3985654,0062x00000CULgUAAX,0012x00000dzyioAAA,6,0.0,Living Expenses,6,1000,6.571,Weekly,Loan Paid,0.0
5180,0032x00000U3bWIAAZ,824677,4344035,0062x00000D0cmoAAB,0012x00000dzyioAAA,6,1.0,Vehicle Expenses,14,1600,14.571,Weekly,Loan Paid,0.16666666666666666
5181,0032x00000U3bTdAAJ,786172,3985610,0062x00000CULD5AAP,0012x00000dzyg9AAA,4,0.0,Living Expenses,3,1200,5.571,Fortnightly,Loan Paid,0.0
5182,0032x00000U3bTdAAJ,820182,4314299,0062x00000D04StAAJ,0012x00000dzyg9AAA,4,1.0,Travel Expenses,7,2000,13.143,Fortnightly,Loan Paid,0.25
5183,0032x00000U3bQUAAZ,786508,3985541,0062x00000CULWeAAP,0012x00000dzyd0AAA,4,0.0,Medical Expenses,3,1000,6.714,Fortnightly,Loan Paid,0.0
5184,0032x00000U3bNTAAZ,786224,3985476,0062x00000CUL9vAAH,0012x00000dzyaZAAQ,4,0.0,Car Expenses,3,900,5.429,Fortnightly,Loan Paid,0.0
5185,0032x00000U3bNTAAZ,813615,4254212,0062x00000Cywx8AAB,0012x00000dzyaZAAQ,4,1.0,Living Expenses,7,1700,14.143,Fortnightly,Loan Paid,0.25
5186,0032x00000U3b8vAAB,786124,3985075,0062x00000CUKzpAAH,0012x00000dzyMbAAI,6,0.0,Furniture or Appliances,3,300,6.571,Fortnightly,Loan Paid,0.0
5187,0032x00000U3b3lAAB,786113,3984929,0062x00000CUKpVAAX,0012x00000dzyHbAAI,4,0.0,Living Expenses,6,300,5.857,Weekly,Loan Paid,0.0
5188,0032x00000U3b3lAAB,818189,4292295,0062x00000CzeWkAAJ,0012x00000dzyHbAAI,4,1.0,Other Expenses,10,1000,9.857,Weekly,Loan Paid,0.25
5189,0032x00000U3asdAAB,786062,3984778,0062x00000CUKaRAAX,0012x00000dzy2TAAQ,4,0.0,Living Expenses,6,800,6.429,Weekly,Loan Paid,0.0
5190,0032x00000U3abJAAR,817055,4285108,0062x00000CzWpDAAV,0012x00000dzxlxAAA,4,1.0,Vehicle Expenses,5,800,9.714,Fortnightly,Loan Paid,0.25
5191,0032x00000U3aVPAAZ,786098,3984051,0062x00000CUJsdAAH,0012x00000dzxg3AAA,4,0.0,Furniture or Appliances,6,500,5.714,Weekly,Loan Paid,0.0
5192,0032x00000U3aVPAAZ,817924,4292743,0062x00000CzeyyAAB,0012x00000dzxg3AAA,4,1.0,Living Expenses,14,1000,13.714,Weekly,Loan Paid,0.25
5193,0032x00000U3aUMAAZ,812790,4237581,0062x00000Cycy1AAB,0012x00000dzxf0AAA,6,0.0,Travel Expenses,16,2050,16.714,Weekly,Loan Paid,0.0
5194,0032x00000U3ZdwAAF,818503,4298558,0062x00000CzluyAAB,0012x00000dzwomAAA,4,1.0,Travel Expenses,6,500,11.714,Fortnightly,Loan Paid,0.25
5195,0032x00000U3ZIMAA3,786203,3982182,0062x00000CUHiRAAX,0012x00000dzwRFAAY,6,0.0,Life Event Expenses,6,500,5.714,Weekly,Loan Paid,0.0
5196,0032x00000U3ZIMAA3,819311,4306542,0062x00000CzvDGAAZ,0012x00000dzwRFAAY,6,1.0,Other Expenses,10,1000,10.286,Weekly,Loan Paid,0.16666666666666666
5197,0032x00000U3Yu2AAF,817624,4288764,0062x00000CzasTAAR,0012x00000dzviGAAQ,6,1.0,Furniture or Appliances,5,300,9.857,Fortnightly,Loan Paid,0.16666666666666666
5198,0032x00000U3YqyAAF,790556,4023767,0062x00000ChkgRAAR,0012x00000dzvfCAAQ,6,0.0,Other Expenses,6,600,5.714,Weekly,Loan Paid,0.0
5199,0032x00000U3YqyAAF,801488,4124266,0062x00000CjppeAAB,0012x00000dzvfCAAQ,6,1.0,Other Expenses,6,300,5.714,Weekly,Loan Paid,0.16666666666666666
5200,0032x00000U3YkRAAV,785866,3981404,0062x00000CUGkMAAX,0012x00000dzvZYAAY,6,0.0,Living Expenses,3,300,4.857,Fortnightly,Loan Paid,0.0
5201,0032x00000U3Yf2AAF,785737,3981275,0062x00000CUGa2AAH,0012x00000dzvUcAAI,4,0.0,Event - Birthday - Accommodation,3,1200,3.714,Weekly,Loan Paid,0.0
5202,0032x00000U3Yf2AAF,824464,4341702,0062x00000D0a1fAAB,0012x00000dzvUcAAI,4,1.0,Living Expenses,5,500,8.714,Fortnightly,Loan Paid,0.25
5203,0032x00000U3YV4AAN,785635,3980989,0062x00000CUGFnAAP,0012x00000dzvLHAAY,6,0.0,Living Expenses,6,500,6.0,Weekly,Loan Paid,0.0
5204,0032x00000U3YV4AAN,819775,4308897,0062x00000CzyoPAAR,0012x00000dzvLHAAY,6,1.0,Living Expenses,10,500,9.571,Weekly,Loan Paid,0.16666666666666666
5205,0032x00000U3YUGAA3,786241,3980944,0062x00000CUGCZAA5,0012x00000dzvKTAAY,4,0.0,Travel Expenses,6,500,6.571,Weekly,Loan Paid,0.0
5206,0032x00000U3YUGAA3,816597,4278253,0062x00000CzOqcAAF,0012x00000dzvKTAAY,4,1.0,Travel Expenses,14,1000,13.714,Weekly,Loan Paid,0.25
5207,0032x00000U3YRMAA3,785633,3980932,0062x00000CUGBvAAP,0012x00000dzvHUAAY,6,0.0,Travel Expenses,6,1200,5.714,Weekly,Loan Paid,0.0
5208,0032x00000U3YRMAA3,815371,4270958,0062x00000CzGS5AAN,0012x00000dzvHUAAY,6,1.0,Vehicle Expenses,14,2000,14.0,Weekly,Loan Paid,0.16666666666666666
5209,0032x00000U3YRHAA3,785796,3980858,0062x00000CUG7KAAX,0012x00000dzvHPAAY,4,0.0,Holiday / Travel,6,1000,6.429,Weekly,Loan Paid,0.0
5210,0032x00000U3YO3AAN,786899,3989769,0062x00000CURZnAAP,0012x00000dzvE1AAI,5,0.0,Life Event Expenses,5,500,11.429,Fortnightly,Loan Paid,0.0
5211,0032x00000U3YKaAAN,812555,4236178,0062x00000CybQmAAJ,0012x00000dzvAYAAY,6,1.0,Living Expenses,5,1400,9.714,Fortnightly,Loan Paid,0.16666666666666666
5212,0032x00000U3YA8AAN,823338,4333616,0062x00000D0R5pAAF,0012x00000dzv0pAAA,4,1.0,Vehicle Expenses,5,200,9.857,Fortnightly,Loan Paid,0.25
5213,0032x00000U3Y9KAAV,802751,4141411,0062x00000CkBI3AAN,0012x00000dzv01AAA,5,0.0,Living Expenses,3,500,6.143,Fortnightly,Loan Paid,0.0
5214,0032x00000U3Y9KAAV,826377,4359061,0062x00000D0vPYAAZ,0012x00000dzv01AAA,5,1.0,Vehicle Expenses,7,1000,14.0,Fortnightly,Loan Paid,0.2
5215,0032x00000U3Y7TAAV,785511,3980230,0062x00000CUFRxAAP,0012x00000dzuyKAAQ,4,0.0,Living Expenses,6,1200,5.571,Weekly,Loan Paid,0.0
5216,0032x00000U3Y5cAAF,819637,4308159,0062x00000CzxQWAAZ,0012x00000dzuwYAAQ,7,1.0,Living Expenses,5,350,9.286,Fortnightly,Loan Paid,0.14285714285714285
5217,0032x00000U3Xt2AAF,785565,3979853,0062x00000CUF45AAH,0012x00000dzulHAAQ,4,0.0,Living Expenses,6,400,5.857,Weekly,Loan Paid,0.0
5218,0032x00000U3XqwAAF,785537,3979759,0062x00000CUEyWAAX,0012x00000dzujGAAQ,4,0.0,Living Expenses,3,200,5.714,Fortnightly,Loan Paid,0.0
5219,0032x00000U3XkyAAF,820800,4316826,0062x00000D08BhAAJ,0012x00000dzudSAAQ,6,1.0,Child Expenses,10,500,10.0,Weekly,Loan Paid,0.16666666666666666
5220,0032x00000U3Xk5AAF,785828,3981877,0062x00000CUHKFAA5,0012x00000dzucZAAQ,4,0.0,Short Term Loan,3,1000,5.857,Fortnightly,Loan Paid,0.0
5221,0032x00000U3Xk5AAF,815405,4270523,0062x00000CzFoZAAV,0012x00000dzucZAAQ,4,1.0,Travel Expenses,7,2000,14.286,Fortnightly,Loan Paid,0.25
5222,0032x00000U3XdTAAV,785423,3979305,0062x00000CUEXBAA5,0012x00000dzuVxAAI,4,0.0,Payday loan,6,500,5.714,Weekly,Loan Paid,0.0
5223,0032x00000U3XayAAF,817249,4279463,0062x00000CzQR5AAN,0012x00000dzuTSAAY,4,0.0,Medical/Dental,3,700,5.857,Fortnightly,Loan Paid,0.0
5224,0032x00000U3XQHAA3,5142539,4157299,0062x00000CkWoNAAV,0012x00000dzuJEAAY,4,0.0,Other Expenses,3,200,5.857,Fortnightly,Loan Paid,0.0
5225,0032x00000U3XHsAAN,785717,3978428,0062x00000CUDoVAAX,0012x00000dzuApAAI,4,0.0,Event - Holiday - Air fares,3,500,5.571,Fortnightly,Loan Paid,0.0
5226,0032x00000U3XHsAAN,813400,4253357,0062x00000CyvfDAAR,0012x00000dzuApAAI,4,2.0,Other Expenses,7,1400,14.143,Fortnightly,Loan Paid,0.5
5227,0032x00000U3XHsAAN,810354,4218849,0062x00000Cli8bAAB,0012x00000dzuApAAI,4,1.0,Living Expenses,7,700,12.714,Fortnightly,Loan Paid,0.25
5228,0032x00000U3WUvAAN,785287,3976401,0062x00000CUC5KAAX,0012x00000dztIAAAY,4,0.0,Living Expenses,6,400,6.0,Weekly,Loan Paid,0.0
5229,0032x00000U3WUvAAN,819057,4304450,0062x00000Czsi6AAB,0012x00000dztIAAAY,4,1.0,Living Expenses,10,500,9.571,Weekly,Loan Paid,0.25
5230,0032x00000U3WSfAAN,786317,3976308,0062x00000CUByFAAX,0012x00000dztFuAAI,5,0.0,Furniture or Appliances,2,1200,8.0,Monthly,Loan Paid,0.0
5231,0032x00000U3VsjAAF,785261,3975632,0062x00000CUB3hAAH,0012x00000dzsf8AAA,4,0.0,"Education, family, medical",15,1200,15.0,Weekly,Loan Paid,0.0
5232,0032x00000U3VrlAAF,816177,4278185,0062x00000CzOlNAAV,0012x00000dzseFAAQ,4,1.0,Other Expenses,5,500,9.714,Fortnightly,Loan Paid,0.25
5233,0032x00000U3VoDAAV,785250,3975510,0062x00000CUAuGAAX,0012x00000dzsacAAA,4,0.0,Living Expenses,6,1200,5.714,Weekly,Loan Paid,0.0
5234,0032x00000U3VoDAAV,818240,4294374,0062x00000CzgjSAAR,0012x00000dzsacAAA,4,1.0,Living Expenses,16,2050,16.429,Weekly,Loan Paid,0.25
5235,0032x00000U3VefAAF,785206,3975257,0062x00000CUAYtAAP,0012x00000dzsRiAAI,5,0.0,Living Expenses,3,400,6.143,Fortnightly,Loan Paid,0.0
5236,0032x00000U3VaJAAV,785204,3975174,0062x00000CUAR5AAP,0012x00000dzsNRAAY,4,0.0,Living Expenses,2,500,5.857,Monthly,Loan Paid,0.0
5237,0032x00000U3VVdAAN,785174,3975078,0062x00000CUAH0AAP,0012x00000dzsIXAAY,6,0.0,vehicle repairs,3,500,4.857,Fortnightly,Loan Paid,0.0
5238,0032x00000U3VVdAAN,812153,4230198,0062x00000CyV4lAAF,0012x00000dzsIXAAY,6,1.0,Life Event Expenses,5,1000,9.714,Fortnightly,Loan Paid,0.16666666666666666
5239,0032x00000U3VSHAA3,795806,4065319,0062x00000CiesqAAB,0012x00000dzsFWAAY,5,0.0,Living Expenses,3,500,5.857,Fortnightly,Loan Paid,0.0
5240,0032x00000U3VMJAA3,785996,3974926,0062x00000CU9vXAAT,0012x00000dzs9oAAA,5,0.0,Living Expenses,3,1000,6.714,Fortnightly,Loan Paid,0.0
5241,0032x00000U3VMJAA3,821416,4322975,0062x00000D0Ew5AAF,0012x00000dzs9oAAA,5,1.0,Living Expenses,7,1300,13.857,Fortnightly,Loan Paid,0.2
5242,0032x00000U3VK8AAN,815841,4273881,0062x00000CzKAxAAN,0012x00000dzs7nAAA,4,1.0,Vehicle Expenses,7,1000,13.857,Fortnightly,Loan Paid,0.25
5243,0032x00000U3VJAAA3,785148,3974884,0062x00000CU9o7AAD,0012x00000dzs6kAAA,4,0.0,Living Expenses,3,500,5.714,Fortnightly,Loan Paid,0.0
5244,0032x00000U3VJAAA3,816802,4280402,0062x00000CzRoyAAF,0012x00000dzs6kAAA,4,1.0,Living Expenses,7,2000,13.714,Fortnightly,Loan Paid,0.25
5245,0032x00000U3VH6AAN,785107,3974846,0062x00000CU9hWAAT,0012x00000dzs5HAAQ,4,0.0,Living Expenses,3,400,5.857,Fortnightly,Loan Paid,0.0
5246,0032x00000U3VH6AAN,814303,4261976,0062x00000Cz5gkAAB,0012x00000dzs5HAAQ,4,1.0,Medical Expenses,5,800,10.143,Fortnightly,Loan Paid,0.25
5247,0032x00000U3VFZAA3,808494,4201963,0062x00000ClO8WAAV,0012x00000dzs44AAA,5,0.0,Living Expenses,3,700,5.143,Fortnightly,Loan Paid,0.0
5248,0032x00000U3V7aAAF,822968,4332874,0062x00000D0QIHAA3,0012x00000dzrpjAAA,5,1.0,Travel Expenses,10,700,9.714,Weekly,Loan Paid,0.2
5249,0032x00000U3V2LAAV,829433,4377323,0062x00000D1EYvAAN,0012x00000dzrkuAAA,5,0.0,Living Expenses,6,500,5.714,Weekly,Loan Paid,0.0
5250,0032x00000U3Ut4AAF,784996,3974573,0062x00000CU96aAAD,0012x00000dzrfFAAQ,5,0.0,Purchase - Furniture,6,750,5.857,Weekly,Loan Paid,0.0
5251,0032x00000U3UmHAAV,821540,4323977,0062x00000D0G2iAAF,0012x00000dzrZbAAI,4,1.0,Travel Expenses,5,300,9.714,Fortnightly,Loan Paid,0.25
5252,0032x00000U3UlsAAF,811096,4223601,0062x00000CyPKIAA3,0012x00000dzrZRAAY,4,0.0,Living Expenses,6,300,6.0,Weekly,Loan Paid,0.0
5253,0032x00000U3UhaAAF,814902,4264507,0062x00000Cz9AJAAZ,0012x00000dzrVnAAI,4,1.0,Life Event Expenses,16,2050,16.0,Weekly,Loan Paid,0.25
5254,0032x00000U3UeMAAV,789325,4012835,0062x00000CUwoXAAT,0012x00000dzrT2AAI,5,0.0,Furniture or Appliances,3,200,5.714,Fortnightly,Loan Paid,0.0
5255,0032x00000U3UeMAAV,820560,4315902,0062x00000D06lOAAR,0012x00000dzrT2AAI,5,1.0,Furniture or Appliances,5,300,9.857,Fortnightly,Loan Paid,0.2
5256,0032x00000U3UdEAAV,822217,4315935,0062x00000D06oSAAR,0012x00000dzrS9AAI,4,1.0,Vehicle Expenses,16,2050,16.143,Weekly,Loan Paid,0.25
5257,0032x00000U3UbDAAV,785018,3974242,0062x00000CU8aZAAT,0012x00000dzrQSAAY,4,0.0,Event - Birthday - Present,6,250,5.714,Weekly,Loan Paid,0.0
5258,0032x00000U3UbDAAV,809742,4202295,0062x00000ClOZ8AAN,0012x00000dzrQSAAY,4,1.0,Life Event Expenses,10,300,10.0,Weekly,Loan Paid,0.25
5259,0032x00000U3UZRAA3,785130,3974200,0062x00000CU8WXAA1,0012x00000dzrOvAAI,5,0.0,Car Repairs,6,500,6.0,Weekly,Loan Paid,0.0
5260,0032x00000U3UZRAA3,814442,4262647,0062x00000Cz6bSAAR,0012x00000dzrOvAAI,5,1.0,Life Event Expenses,10,350,10.286,Weekly,Loan Paid,0.2
5261,0032x00000U3UXBAA3,817458,4287673,0062x00000CzZKIAA3,0012x00000dzrN2AAI,4,1.0,Furniture or Appliances,10,1750,9.857,Weekly,Loan Paid,0.25
5262,0032x00000U3UWrAAN,823266,4333794,0062x00000D0RPZAA3,0012x00000dzrMnAAI,5,1.0,Living Expenses,10,800,10.571,Weekly,Loan Paid,0.2
5263,0032x00000U3UW3AAN,5138372,3974155,0062x00000CU8SfAAL,0012x00000dzrMEAAY,7,0.0,Other Expenses,6,200,5.714,Weekly,Loan Paid,0.0
5264,0032x00000U3UW3AAN,5139605,4050358,0062x00000CiKMLAA3,0012x00000dzrMEAAY,7,1.0,Vehicle Expenses,10,1000,10.0,Weekly,Loan Paid,0.14285714285714285
5265,0032x00000U3UU2AAN,815297,4270686,0062x00000CzG3KAAV,0012x00000dzrJjAAI,4,1.0,Living Expenses,10,1500,10.143,Weekly,Loan Paid,0.25
5266,0032x00000U3UT4AAN,785521,3974061,0062x00000CU8LFAA1,0012x00000dzrIgAAI,6,0.0,Vehicle Expenses,6,1000,6.571,Weekly,Loan Paid,0.0
5267,0032x00000U3UO9AAN,817884,4292315,0062x00000CzeXxAAJ,0012x00000dzrEzAAI,4,1.0,Living Expenses,14,1600,14.571,Weekly,Loan Paid,0.25
5268,0032x00000U3UO9AAN,817833,4292233,0062x00000CzeTHAAZ,0012x00000dzrEzAAI,4,1.0,Living Expenses,14,1600,14.571,Weekly,Loan Paid,0.25
5269,0032x00000U3UJ5AAN,784952,3973871,0062x00000CU83lAAD,0012x00000dzrANAAY,4,0.0,Furniture or Appliances,2,1000,6.0,Monthly,Loan Paid,0.0
5270,0032x00000U3UJ5AAN,824397,4340734,0062x00000D0YegAAF,0012x00000dzrANAAY,4,1.0,Other Expenses,4,2050,16.143,Monthly,Loan Paid,0.25
5271,0032x00000U3UHYAA3,820371,4315204,0062x00000D05lSAAR,0012x00000dzr8YAAQ,4,1.0,Child Expenses,14,2000,14.143,Weekly,Loan Paid,0.25
5272,0032x00000U3UHOAA3,5138366,3973856,0062x00000CU81zAAD,0012x00000dzr8OAAQ,4,0.0,Furniture or Appliances,3,500,5.0,Fortnightly,Loan Paid,0.0
5273,0032x00000U3UHOAA3,5145362,4352821,0062x00000D0o1eAAB,0012x00000dzr8OAAQ,4,1.0,Living Expenses,7,600,13.429,Fortnightly,Loan Paid,0.25
5274,0032x00000U3UAhAAN,818882,4299722,0062x00000CznWPAAZ,0012x00000dzr2dAAA,4,1.0,Living Expenses,8,2050,16.286,Fortnightly,Loan Paid,0.25
5275,0032x00000U3U0rAAF,5138384,3973566,0062x00000CU7cWAAT,0012x00000dzqvJAAQ,7,0.0,Living Expenses,6,200,6.571,Weekly,Loan Paid,0.0
5276,0032x00000U3U0rAAF,5143472,4220552,0062x00000ClkYzAAJ,0012x00000dzqvJAAQ,7,1.0,Other Expenses,6,250,5.571,Weekly,Loan Paid,0.14285714285714285
5277,0032x00000U3TzeAAF,784705,3973525,0062x00000CU7XcAAL,0012x00000dzquGAAQ,4,0.0,Vehicle - Repairs,6,1200,6.0,Weekly,Loan Paid,0.0
5278,0032x00000U3TpGAAV,816114,4277784,0062x00000CzOGKAA3,0012x00000dzqksAAA,4,1.0,Life Event Expenses,5,450,9.857,Fortnightly,Loan Paid,0.25
5279,0032x00000U3TaIAAV,5138361,3972958,0062x00000CU6nYAAT,0012x00000dzqYMAAY,4,0.0,Vehicle Expenses,2,1200,5.857,Monthly,Loan Paid,0.0
5280,0032x00000U3TaIAAV,5144210,4275371,0062x00000CzLWtAAN,0012x00000dzqYMAAY,4,1.0,Living Expenses,4,1500,17.143,Monthly,Loan Paid,0.25
5281,0032x00000U3TUAAA3,811811,4234918,0062x00000CyaA4AAJ,0012x00000dzqTeAAI,4,0.0,Holiday,3,200,5.714,Fortnightly,Loan Paid,0.0
5282,0032x00000U3TTMAA3,784685,3972780,0062x00000CU6Y9AAL,0012x00000dzqTAAAY,5,0.0,Living Expenses,2,500,5.857,Monthly,Loan Paid,0.0
5283,0032x00000U3TTMAA3,824623,4343855,0062x00000D0cbpAAB,0012x00000dzqTAAAY,5,1.0,Vehicle Expenses,3,1000,11.571,Monthly,Loan Paid,0.2
5284,0032x00000U3T7sAAF,785147,3972322,0062x00000CU5tBAAT,0012x00000dzqAWAAY,4,0.0,Living Expenses,6,1000,6.571,Weekly,Loan Paid,0.0
5285,0032x00000U3T7sAAF,827851,4361692,0062x00000D0ybSAAR,0012x00000dzqAWAAY,4,1.0,Other Expenses,16,2050,15.857,Weekly,Loan Paid,0.25
5286,0032x00000U3SxYAAV,805694,4167185,0062x00000CkjIQAAZ,0012x00000dzpzsAAA,5,1.0,Other Expenses,7,1500,14.0,Fortnightly,Loan Paid,0.2
5287,0032x00000U3SnXAAV,784462,3971743,0062x00000CU5BnAAL,0012x00000dzpsSAAQ,5,0.0,Holiday expenses,15,1200,14.714,Weekly,Loan Paid,0.0
5288,0032x00000U3Sc5AAF,784906,3971373,0062x00000CU4msAAD,0012x00000dzphtAAA,4,0.0,Education - School Fees,3,200,6.571,Fortnightly,Loan Paid,0.0
5289,0032x00000U3Sc5AAF,822755,4324422,0062x00000D0GYjAAN,0012x00000dzphtAAA,4,1.0,Vehicle Expenses,14,1000,14.0,Weekly,Loan Paid,0.25
5290,0032x00000U3SIUAA3,784331,3970740,0062x00000CU492AAD,0012x00000dzpPGAAY,6,0.0,SECOND HAND VEHICLE,3,800,3.857,Weekly,Loan Paid,0.0
5291,0032x00000U3SIUAA3,820316,4314837,0062x00000D05ETAAZ,0012x00000dzpPGAAY,6,1.0,Other Expenses,7,600,13.143,Fortnightly,Loan Paid,0.16666666666666666
5292,0032x00000U3SIQAA3,784345,3970909,0062x00000CU4I0AAL,0012x00000dzpPCAAY,4,0.0,Furniture or Appliances,6,500,6.143,Weekly,Loan Paid,0.0
5293,0032x00000U3S4cAAF,5142913,4182089,0062x00000CkzQVAAZ,0012x00000dzpBdAAI,7,1.0,Living Expenses,3,400,4.571,Fortnightly,Loan Paid,0.14285714285714285
5294,0032x00000U3S0QAAV,5143540,4219914,0062x00000CljgKAAR,0012x00000dzp7WAAQ,5,1.0,Home Maintenance & Repairs,5,500,10.0,Fortnightly,Loan Paid,0.2
5295,0032x00000U3QqNAAV,784238,3968264,0062x00000CU1R9AAL,0012x00000dznwNAAQ,4,0.0,Living Expenses,6,1100,6.143,Weekly,Loan Paid,0.0
5296,0032x00000U3QqNAAV,817857,4291729,0062x00000CzdzgAAB,0012x00000dznwNAAQ,4,1.0,Living Expenses,10,1100,9.714,Weekly,Loan Paid,0.25
5297,0032x00000U3QmjAAF,822252,4326883,0062x00000D0JwPAAV,0012x00000dznsYAAQ,4,1.0,Living Expenses,7,1000,14.143,Fortnightly,Loan Paid,0.25
5298,0032x00000U3QkoAAF,815894,4276418,0062x00000CzMZjAAN,0012x00000dznqiAAA,5,1.0,Furniture or Appliances,10,350,9.714,Weekly,Loan Paid,0.2
5299,0032x00000U3QZ3AAN,818278,4296770,0062x00000CzjU5AAJ,0012x00000dznfrAAA,5,1.0,Medical Expenses,7,1500,13.571,Fortnightly,Loan Paid,0.2
5300,0032x00000U3QVzAAN,5141910,4124355,0062x00000Cjpx9AAB,0012x00000dzndCAAQ,7,1.0,Living Expenses,5,300,9.857,Fortnightly,Loan Paid,0.14285714285714285
5301,0032x00000U3Q87AAF,793975,4055747,0062x00000CiRMwAAN,0012x00000dznCaAAI,4,0.0,Home Maintenance & Repairs,3,450,5.0,Fortnightly,Loan Paid,0.0
5302,0032x00000U3Q87AAF,820956,4317734,0062x00000D09M3AAJ,0012x00000dznCaAAI,4,1.0,Vehicle Expenses,5,500,10.143,Fortnightly,Loan Paid,0.25
5303,0032x00000U3Q2nAAF,784098,3966492,0062x00000CTzLsAAL,0012x00000dzn89AAA,4,0.0,Living Expenses,6,700,5.857,Weekly,Loan Paid,0.0
5304,0032x00000U3PuUAAV,5138211,3966048,0062x00000CTz9vAAD,0012x00000dzn1IAAQ,5,0.0,Living Expenses,6,300,6.143,Weekly,Loan Paid,0.0
